"State","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"KY","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.954","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"LA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.888","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.866","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MD","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.032","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ME","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.182","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.931","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MN","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.168","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MO","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.772","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MP","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MS","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.837","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MT","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.811","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NC","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.789","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ND","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.669","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NE","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.354","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NH","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.100","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NJ","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.719","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NM","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.347","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NV","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.003","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NY","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.113","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OH","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.825","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OK","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.959","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OR","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.705","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"PA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.855","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"PR","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"RI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.178","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"SC","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.954","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"SD","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.091","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"TN","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.864","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"TX","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.877","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"UT","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.212","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.093","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VT","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.731","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.888","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.008","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WV","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.180","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WY","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.471","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AK","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.706","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AL","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.782","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AR","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.075","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AS","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AZ","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.292","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.016","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CO","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.165","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CT","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.374","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"DC","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.634","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"DE","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.449","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"FL","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.834","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"GA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.155","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"GU","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"HI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.317","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.306","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ID","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.311","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IL","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.018","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IN","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.165","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"KS","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.536","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"KY","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.123","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"LA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.050","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.011","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MD","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.207","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ME","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.542","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.044","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MN","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.354","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MO","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.900","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MP","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MS","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.051","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MT","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.243","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NC","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.896","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ND","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","2.268","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NE","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.685","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NH","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.489","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NJ","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.841","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NM","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.776","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NV","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.266","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NY","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.213","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OH","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.917","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OK","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.146","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OR","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.878","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"PA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.947","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"PR","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"RI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.620","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"SC","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.132","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"SD","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.546","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"TN","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.992","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"TX","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.953","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"UT","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.518","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.243","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VT","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","2.578","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.047","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.169","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WV","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.480","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WY","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","2.500","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AK","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.138","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AL","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.540","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AR","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.675","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AS","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AZ","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.980","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.877","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CO","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.827","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.945","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"DC","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.848","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"DE","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.723","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"FL","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.700","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"GA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.920","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"GU","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"HI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.599","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.860","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ID","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.661","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IL","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.809","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IN","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.882","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"KS","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.033","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"KY","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.805","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"LA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.745","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.737","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MD","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.878","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ME","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.889","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.828","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MN","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.003","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MO","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.658","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MP","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MS","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.657","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.503","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NC","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.692","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ND","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.198","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NE","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.074","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NH","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.793","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NJ","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.611","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NM","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.001","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NV","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.783","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NY","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.021","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OH","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.740","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OK","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.796","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OR","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.559","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"PA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.771","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"PR","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"RI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.833","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"SC","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.798","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"SD","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.744","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"TN","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.749","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"TX","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.806","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"UT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.956","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.957","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.113","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.749","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.865","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WV","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.929","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WY","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.797","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AK","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.240","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AL","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.642","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AR","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.592","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AS","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AZ","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.971","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.843","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CO","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.796","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.959","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"DC","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.156","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"DE","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.750","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"FL","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.868","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"GA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.905","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"GU","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"HI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","2.221","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.931","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ID","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.758","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IL","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.946","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IN","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.959","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"KS","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.521","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"KY","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.012","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"LA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.850","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.307","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MD","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.020","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ME","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.977","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.897","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MN","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.983","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MO","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.787","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
