"Provider ID","Hospital Name","Address","City","State","Zip","County Name","Phone Number","Measure ID","HCAHPS Question","HCAHPS Answer Description","HCAHPS Answer Percent","Number of Completed Surveys","Survey Response Rate Percent","Footnote","Measure Start Date","Measure End Date"
52004F,MADISON VA MEDICAL CENTER,2500 OVERLOOK TERRACE,MADISON,WI,53705,DANE,6082561901,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",80,307,48,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
52004F,MADISON VA MEDICAL CENTER,2500 OVERLOOK TERRACE,MADISON,WI,53705,DANE,6082561901,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",73,307,48,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
52004F,MADISON VA MEDICAL CENTER,2500 OVERLOOK TERRACE,MADISON,WI,53705,DANE,6082561901,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",68,307,48,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
52004F,MADISON VA MEDICAL CENTER,2500 OVERLOOK TERRACE,MADISON,WI,53705,DANE,6082561901,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",70,307,48,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
52004F,MADISON VA MEDICAL CENTER,2500 OVERLOOK TERRACE,MADISON,WI,53705,DANE,6082561901,H_COMP_6_Y_P,Patients who reported that YES they were given information about what to do during their recovery at home,"Yes staff ""did"" give patients this information",93,307,48,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
52004F,MADISON VA MEDICAL CENTER,2500 OVERLOOK TERRACE,MADISON,WI,53705,DANE,6082561901,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,62,307,48,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
52004F,MADISON VA MEDICAL CENTER,2500 OVERLOOK TERRACE,MADISON,WI,53705,DANE,6082561901,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",77,307,48,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
52004F,MADISON VA MEDICAL CENTER,2500 OVERLOOK TERRACE,MADISON,WI,53705,DANE,6082561901,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",50,307,48,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
52004F,MADISON VA MEDICAL CENTER,2500 OVERLOOK TERRACE,MADISON,WI,53705,DANE,6082561901,H_RECMND_DY,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",79,307,48,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
52002F,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,TOMAH,WI,54660,MONROE,6083723971,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",90,120,41,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
52002F,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,TOMAH,WI,54660,MONROE,6083723971,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",76,120,41,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
52002F,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,TOMAH,WI,54660,MONROE,6083723971,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",70,120,41,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
52002F,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,TOMAH,WI,54660,MONROE,6083723971,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",66,120,41,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
52002F,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,TOMAH,WI,54660,MONROE,6083723971,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",52,120,41,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
52002F,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,TOMAH,WI,54660,MONROE,6083723971,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",79,120,41,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
52002F,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,TOMAH,WI,54660,MONROE,6083723971,H_COMP_6_Y_P,Patients who reported that YES they were given information about what to do during their recovery at home,"Yes staff ""did"" give patients this information",92,120,41,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
52002F,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,TOMAH,WI,54660,MONROE,6083723971,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,58,120,41,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
52002F,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,TOMAH,WI,54660,MONROE,6083723971,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",70,120,41,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
52002F,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,TOMAH,WI,54660,MONROE,6083723971,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",59,120,41,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
52002F,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,TOMAH,WI,54660,MONROE,6083723971,H_RECMND_DY,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",75,120,41,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
52003F,MILWAUKEE VA MEDICAL CENTER,5000 W. NATIONAL AVENUE,MILWAUKEE,WI,53295,MILWAUKEE,4143842000,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",73,346,44,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
52003F,MILWAUKEE VA MEDICAL CENTER,5000 W. NATIONAL AVENUE,MILWAUKEE,WI,53295,MILWAUKEE,4143842000,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",76,346,44,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
52003F,MILWAUKEE VA MEDICAL CENTER,5000 W. NATIONAL AVENUE,MILWAUKEE,WI,53295,MILWAUKEE,4143842000,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",80,346,44,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
52003F,MILWAUKEE VA MEDICAL CENTER,5000 W. NATIONAL AVENUE,MILWAUKEE,WI,53295,MILWAUKEE,4143842000,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",68,346,44,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
52003F,MILWAUKEE VA MEDICAL CENTER,5000 W. NATIONAL AVENUE,MILWAUKEE,WI,53295,MILWAUKEE,4143842000,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",67,346,44,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
52003F,MILWAUKEE VA MEDICAL CENTER,5000 W. NATIONAL AVENUE,MILWAUKEE,WI,53295,MILWAUKEE,4143842000,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",67,346,44,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
52003F,MILWAUKEE VA MEDICAL CENTER,5000 W. NATIONAL AVENUE,MILWAUKEE,WI,53295,MILWAUKEE,4143842000,H_COMP_6_Y_P,Patients who reported that YES they were given information about what to do during their recovery at home,"Yes staff ""did"" give patients this information",89,346,44,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
52003F,MILWAUKEE VA MEDICAL CENTER,5000 W. NATIONAL AVENUE,MILWAUKEE,WI,53295,MILWAUKEE,4143842000,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,59,346,44,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
52003F,MILWAUKEE VA MEDICAL CENTER,5000 W. NATIONAL AVENUE,MILWAUKEE,WI,53295,MILWAUKEE,4143842000,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",72,346,44,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
52003F,MILWAUKEE VA MEDICAL CENTER,5000 W. NATIONAL AVENUE,MILWAUKEE,WI,53295,MILWAUKEE,4143842000,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",63,346,44,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
52003F,MILWAUKEE VA MEDICAL CENTER,5000 W. NATIONAL AVENUE,MILWAUKEE,WI,53295,MILWAUKEE,4143842000,H_RECMND_DY,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",74,346,44,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,SEDGWICK,3166852221,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",71,314,42,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,SEDGWICK,3166852221,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",75,314,42,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,SEDGWICK,3166852221,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",77,314,42,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,SEDGWICK,3166852221,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",56,314,42,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,SEDGWICK,3166852221,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",62,314,42,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,SEDGWICK,3166852221,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",67,314,42,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,SEDGWICK,3166852221,H_COMP_6_Y_P,Patients who reported that YES they were given information about what to do during their recovery at home,"Yes staff ""did"" give patients this information",85,314,42,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,SEDGWICK,3166852221,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,57,314,42,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,SEDGWICK,3166852221,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",66,314,42,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,SEDGWICK,3166852221,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",49,314,42,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,SEDGWICK,3166852221,H_RECMND_DY,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",69,314,42,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,5738146000,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",76,315,50,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,5738146000,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",78,315,50,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,5738146000,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",77,315,50,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,5738146000,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",65,315,50,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,5738146000,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",65,315,50,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,5738146000,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",63,315,50,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,5738146000,H_COMP_6_Y_P,Patients who reported that YES they were given information about what to do during their recovery at home,"Yes staff ""did"" give patients this information",88,315,50,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,5738146000,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,56,315,50,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,5738146000,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",68,315,50,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,5738146000,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",49,315,50,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,5738146000,H_RECMND_DY,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",76,315,50,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,8168614700,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",72,336,44,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,8168614700,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",72,336,44,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,8168614700,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",73,336,44,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,8168614700,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",71,336,44,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,8168614700,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",63,336,44,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,8168614700,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",67,336,44,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,8168614700,H_COMP_6_Y_P,Patients who reported that YES they were given information about what to do during their recovery at home,"Yes staff ""did"" give patients this information",87,336,44,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,8168614700,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,51,336,44,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,8168614700,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",63,336,44,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,8168614700,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",54,336,44,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,8168614700,H_RECMND_DY,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",63,336,44,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,6189975311,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",82,351,46,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,6189975311,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",80,351,46,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,6189975311,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",79,351,46,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,6189975311,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",69,351,46,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,6189975311,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",65,351,46,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,6189975311,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",63,351,46,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,6189975311,H_COMP_6_Y_P,Patients who reported that YES they were given information about what to do during their recovery at home,"Yes staff ""did"" give patients this information",88,351,46,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,6189975311,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,54,351,46,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,6189975311,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",71,351,46,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,6189975311,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",54,351,46,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,6189975311,H_RECMND_DY,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",68,351,46,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,5736864151,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",76,168,48,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,5736864151,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",80,168,48,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,5736864151,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",82,168,48,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
