Provider_ID,Hospital Name,Address,City,State,ZIP Code,County,Measure Name,Measure ID,VHA National Rate,Compare to National,Denominator,Score,Lower Estimate,Higher Estimate,Footnotes,Measure Start Date,Measure End Date
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,14.74,No different than the VHA National Rate,243,16.41,13.78,19.76,,10/1/2012,9/30/2015
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND CLARK,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,9.21,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,10/1/2012,9/30/2015
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND CLARK,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT-30-COPD,5.99,No different than the VHA National Rate,92,6.85,4.33,10.59,,10/1/2012,9/30/2015
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND CLARK,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,7.72,No different than the VHA National Rate,118,7.41,5.14,10,,10/1/2012,9/30/2015
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND CLARK,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,8.64,No different than the VHA National Rate,115,8.09,5.96,10.94,,10/1/2012,9/30/2015
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND CLARK,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,15.57,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,10/1/2012,9/30/2015
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND CLARK,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,READM-30-COPD,16.28,No different than the VHA National Rate,104,14.99,11.15,19.17,,10/1/2012,9/30/2015
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND CLARK,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,19.34,No different than the VHA National Rate,118,18.49,14.87,21.94,,10/1/2012,9/30/2015
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND CLARK,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,14.74,No different than the VHA National Rate,145,14.86,12.24,17.83,,10/1/2012,9/30/2015
28006F,OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM),4101 WOOLWORTH AVENUE,OMAHA,NE,68105,DOUGLAS,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,9.21,No different than the VHA National Rate,137,10.01,7.44,13.43,,10/1/2012,9/30/2015
28006F,OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM),4101 WOOLWORTH AVENUE,OMAHA,NE,68105,DOUGLAS,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT-30-COPD,5.99,No different than the VHA National Rate,229,6.97,5.09,9.36,,10/1/2012,9/30/2015
28006F,OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM),4101 WOOLWORTH AVENUE,OMAHA,NE,68105,DOUGLAS,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,7.72,No different than the VHA National Rate,292,10.02,7.48,12.87,,10/1/2012,9/30/2015
28006F,OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM),4101 WOOLWORTH AVENUE,OMAHA,NE,68105,DOUGLAS,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,8.64,No different than the VHA National Rate,218,10.94,8.36,13.77,,10/1/2012,9/30/2015
28006F,OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM),4101 WOOLWORTH AVENUE,OMAHA,NE,68105,DOUGLAS,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,15.57,No different than the VHA National Rate,113,15.65,13.2,18.48,,10/1/2012,9/30/2015
28006F,OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM),4101 WOOLWORTH AVENUE,OMAHA,NE,68105,DOUGLAS,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,READM-30-COPD,16.28,No different than the VHA National Rate,232,14.19,11,17.94,,10/1/2012,9/30/2015
28006F,OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM),4101 WOOLWORTH AVENUE,OMAHA,NE,68105,DOUGLAS,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,19.34,No different than the VHA National Rate,350,18.78,15.65,21.98,,10/1/2012,9/30/2015
28006F,OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM),4101 WOOLWORTH AVENUE,OMAHA,NE,68105,DOUGLAS,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,14.74,No different than the VHA National Rate,214,14.17,11.78,16.99,,10/1/2012,9/30/2015
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,9.21,No different than the VHA National Rate,90,8.51,6.26,11.41,,10/1/2012,9/30/2015
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT-30-COPD,5.99,No different than the VHA National Rate,261,5.44,3.76,7.86,,10/1/2012,9/30/2015
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,7.72,No different than the VHA National Rate,239,9.57,7.22,12.52,,10/1/2012,9/30/2015
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,8.64,No different than the VHA National Rate,274,8.45,6.63,10.68,,10/1/2012,9/30/2015
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,15.57,No different than the VHA National Rate,54,16.3,13.61,19.69,,10/1/2012,9/30/2015
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,READM-30-COPD,16.28,No different than the VHA National Rate,264,17.48,14.33,21.81,,10/1/2012,9/30/2015
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,19.34,No different than the VHA National Rate,247,18.64,15.84,22.16,,10/1/2012,9/30/2015
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,14.74,No different than the VHA National Rate,284,14.33,12.11,16.91,,10/1/2012,9/30/2015
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,9.21,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,10/1/2012,9/30/2015
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT-30-COPD,5.99,No different than the VHA National Rate,276,5.99,4.06,8.67,,10/1/2012,9/30/2015
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,7.72,No different than the VHA National Rate,282,7.04,5.19,9.52,,10/1/2012,9/30/2015
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,8.64,No different than the VHA National Rate,176,8.51,6.46,11.21,,10/1/2012,9/30/2015
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,15.57,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,10/1/2012,9/30/2015
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,READM-30-COPD,16.28,No different than the VHA National Rate,359,16.67,13.32,20.06,,10/1/2012,9/30/2015
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,19.34,No different than the VHA National Rate,409,19.09,16.2,21.99,,10/1/2012,9/30/2015
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,14.74,No different than the VHA National Rate,193,14.12,11.68,17.2,,10/1/2012,9/30/2015
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,7018,ESSEX,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,9.21,No different than the VHA National Rate,36,8.81,6.15,11.91,,10/1/2012,9/30/2015
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,7018,ESSEX,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT-30-COPD,5.99,No different than the VHA National Rate,143,8.13,5.77,11.29,,10/1/2012,9/30/2015
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,7018,ESSEX,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,7.72,No different than the VHA National Rate,188,7.21,5.15,9.94,,10/1/2012,9/30/2015
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,7018,ESSEX,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,8.64,No different than the VHA National Rate,120,8.22,6.09,10.7,,10/1/2012,9/30/2015
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,7018,ESSEX,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,15.57,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,10/1/2012,9/30/2015
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,7018,ESSEX,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,READM-30-COPD,16.28,No different than the VHA National Rate,132,16.11,12.29,20.97,,10/1/2012,9/30/2015
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,7018,ESSEX,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,19.34,Worse than the VHA National Rate,212,23.25,19.71,27.94,,10/1/2012,9/30/2015
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,7018,ESSEX,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,14.74,No different than the VHA National Rate,116,15.51,12.59,18.97,,10/1/2012,9/30/2015
32005F,VA NEW MEXICO HEALTHCARE SYSTEM,1501 SAN PEDRO DRIVE SE,ALBUQUERQUE,NM,87108,BERNALILLO,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,9.21,No different than the VHA National Rate,261,8.59,6.53,11.27,,10/1/2012,9/30/2015
32005F,VA NEW MEXICO HEALTHCARE SYSTEM,1501 SAN PEDRO DRIVE SE,ALBUQUERQUE,NM,87108,BERNALILLO,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT-30-COPD,5.99,No different than the VHA National Rate,248,7.79,5.4,10.55,,10/1/2012,9/30/2015
32005F,VA NEW MEXICO HEALTHCARE SYSTEM,1501 SAN PEDRO DRIVE SE,ALBUQUERQUE,NM,87108,BERNALILLO,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,7.72,No different than the VHA National Rate,417,8.49,6.62,11.15,,10/1/2012,9/30/2015
32005F,VA NEW MEXICO HEALTHCARE SYSTEM,1501 SAN PEDRO DRIVE SE,ALBUQUERQUE,NM,87108,BERNALILLO,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,8.64,No different than the VHA National Rate,251,7.53,5.67,9.96,,10/1/2012,9/30/2015
32005F,VA NEW MEXICO HEALTHCARE SYSTEM,1501 SAN PEDRO DRIVE SE,ALBUQUERQUE,NM,87108,BERNALILLO,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,15.57,No different than the VHA National Rate,270,14.92,12.71,17.31,,10/1/2012,9/30/2015
32005F,VA NEW MEXICO HEALTHCARE SYSTEM,1501 SAN PEDRO DRIVE SE,ALBUQUERQUE,NM,87108,BERNALILLO,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,READM-30-COPD,16.28,No different than the VHA National Rate,269,17.17,13.97,20.88,,10/1/2012,9/30/2015
32005F,VA NEW MEXICO HEALTHCARE SYSTEM,1501 SAN PEDRO DRIVE SE,ALBUQUERQUE,NM,87108,BERNALILLO,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,19.34,No different than the VHA National Rate,446,19.24,16.65,22.12,,10/1/2012,9/30/2015
32005F,VA NEW MEXICO HEALTHCARE SYSTEM,1501 SAN PEDRO DRIVE SE,ALBUQUERQUE,NM,87108,BERNALILLO,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,14.74,No different than the VHA National Rate,260,15.64,13.19,18.81,,10/1/2012,9/30/2015
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,9.21,No different than the VHA National Rate,133,8.95,6.82,11.35,,10/1/2012,9/30/2015
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT-30-COPD,5.99,No different than the VHA National Rate,121,5.82,3.67,9.06,,10/1/2012,9/30/2015
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,7.72,No different than the VHA National Rate,204,9.4,6.97,12.06,,10/1/2012,9/30/2015
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,8.64,No different than the VHA National Rate,73,8.7,6.37,11.47,,10/1/2012,9/30/2015
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,15.57,No different than the VHA National Rate,120,15.23,12.66,18.01,,10/1/2012,9/30/2015
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,READM-30-COPD,16.28,No different than the VHA National Rate,122,16.54,12.53,21.25,,10/1/2012,9/30/2015
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,19.34,No different than the VHA National Rate,214,20.27,16.76,23.83,,10/1/2012,9/30/2015
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,14.74,No different than the VHA National Rate,72,14.84,12.04,18.23,,10/1/2012,9/30/2015
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,9.21,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,10/1/2012,9/30/2015
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT-30-COPD,5.99,No different than the VHA National Rate,123,5.9,3.62,9.75,,10/1/2012,9/30/2015
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,7.72,No different than the VHA National Rate,64,6.44,4.34,10.04,,10/1/2012,9/30/2015
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,8.64,No different than the VHA National Rate,109,8.67,6.45,11.97,,10/1/2012,9/30/2015
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,15.57,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2012,9/30/2015
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,READM-30-COPD,16.28,No different than the VHA National Rate,133,18.49,14.37,23.95,,10/1/2012,9/30/2015
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,19.34,No different than the VHA National Rate,69,19.48,15.91,24.02,,10/1/2012,9/30/2015
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,14.74,No different than the VHA National Rate,106,14.02,11.44,17.08,,10/1/2012,9/30/2015
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,9.21,No different than the VHA National Rate,267,10.79,8.49,13.86,,10/1/2012,9/30/2015
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT-30-COPD,5.99,Worse than the VHA National Rate,347,10.02,7.44,13.62,,10/1/2012,9/30/2015
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,7.72,No different than the VHA National Rate,455,7.84,6.22,9.85,,10/1/2012,9/30/2015
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,8.64,Worse than the VHA National Rate,316,11.42,9.18,14.21,,10/1/2012,9/30/2015
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,15.57,No different than the VHA National Rate,249,17.56,14.91,21.35,,10/1/2012,9/30/2015
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,READM-30-COPD,16.28,No different than the VHA National Rate,365,17.45,14.44,21.35,,10/1/2012,9/30/2015
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,19.34,No different than the VHA National Rate,496,20.62,18.07,23.85,,10/1/2012,9/30/2015
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,14.74,No different than the VHA National Rate,293,15.51,13.02,18.37,,10/1/2012,9/30/2015
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,9.21,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2012,9/30/2015
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT-30-COPD,5.99,No different than the VHA National Rate,44,5.33,3.31,8.87,,10/1/2012,9/30/2015
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,7.72,No different than the VHA National Rate,62,7.18,4.65,10.28,,10/1/2012,9/30/2015
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,8.64,No different than the VHA National Rate,61,8.4,6.12,10.97,,10/1/2012,9/30/2015
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,15.57,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,10/1/2012,9/30/2015
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,READM-30-COPD,16.28,No different than the VHA National Rate,46,15.85,11.47,20.91,,10/1/2012,9/30/2015
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,19.34,No different than the VHA National Rate,60,18.37,14.88,22.15,,10/1/2012,9/30/2015
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,14.74,No different than the VHA National Rate,66,14.98,12.16,18.13,,10/1/2012,9/30/2015
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,9.21,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2012,9/30/2015
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT-30-COPD,5.99,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2012,9/30/2015
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,7.72,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2012,9/30/2015
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,8.64,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2012,9/30/2015
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,15.57,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2012,9/30/2015
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,READM-30-COPD,16.28,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2012,9/30/2015
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,19.34,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2012,9/30/2015
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,14.74,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2012,9/30/2015
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,9.21,No different than the VHA National Rate,52,8.95,6.5,12.12,,10/1/2012,9/30/2015
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT-30-COPD,5.99,No different than the VHA National Rate,137,5.2,3.3,7.77,,10/1/2012,9/30/2015
