Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Measure ID,Measure Name,Score,Sample,Footnote,Measure Start Date,Measure End Date
36008F,CHILLICOTHE VA MEDICAL CENTER,17273 STATE ROUTE 104,CHILLICOTHE,OH,45601,ROSS,7407731141,TOB-2,Tobacco Use Treatment Provided or Offered,94,184,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
36008F,CHILLICOTHE VA MEDICAL CENTER,17273 STATE ROUTE 104,CHILLICOTHE,OH,45601,ROSS,7407731141,TOB-2a,Tobacco Use Treatment (during the hospital stay),30,184,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
36003F,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,CINCINNATI,OH,45220,HAMILTON,5138613100,HBIPS-2_Overall,Hours of physical-restraint use,0.07,4761,,1/1/2015,12/31/2015
36003F,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,CINCINNATI,OH,45220,HAMILTON,5138613100,HBIPS-3_Overall,Hours of seclusion,0.04,4761,,1/1/2015,12/31/2015
36003F,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,CINCINNATI,OH,45220,HAMILTON,5138613100,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,5,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
36003F,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,CINCINNATI,OH,45220,HAMILTON,5138613100,HBIPS-6_Overall,Post-discharge continuing care plan created,33,301,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
36003F,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,CINCINNATI,OH,45220,HAMILTON,5138613100,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,33,301,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
36003F,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,CINCINNATI,OH,45220,HAMILTON,5138613100,SUB-1,Alcohol Use Screening,80,472,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
36003F,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,CINCINNATI,OH,45220,HAMILTON,5138613100,TOB-1,Tobacco Use Screening,100,476,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
36003F,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,CINCINNATI,OH,45220,HAMILTON,5138613100,TOB-2,Tobacco Use Treatment Provided or Offered,90,172,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
36003F,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,CINCINNATI,OH,45220,HAMILTON,5138613100,TOB-2a,Tobacco Use Treatment (during the hospital stay),47,172,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
36001F,CLEVELAND-WADE PARK VA MEDICAL CENTER,10701 EAST BLVD,CLEVELAND,OH,44106,CUYAHOGA,2167913800,HBIPS-2_Overall,Hours of physical-restraint use,0.1,8047,,1/1/2015,12/31/2015
36001F,CLEVELAND-WADE PARK VA MEDICAL CENTER,10701 EAST BLVD,CLEVELAND,OH,44106,CUYAHOGA,2167913800,HBIPS-3_Overall,Hours of seclusion,0.06,8047,,1/1/2015,12/31/2015
36001F,CLEVELAND-WADE PARK VA MEDICAL CENTER,10701 EAST BLVD,CLEVELAND,OH,44106,CUYAHOGA,2167913800,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,8,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
36001F,CLEVELAND-WADE PARK VA MEDICAL CENTER,10701 EAST BLVD,CLEVELAND,OH,44106,CUYAHOGA,2167913800,HBIPS-6_Overall,Post-discharge continuing care plan created,88,282,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
36001F,CLEVELAND-WADE PARK VA MEDICAL CENTER,10701 EAST BLVD,CLEVELAND,OH,44106,CUYAHOGA,2167913800,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,88,282,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
36001F,CLEVELAND-WADE PARK VA MEDICAL CENTER,10701 EAST BLVD,CLEVELAND,OH,44106,CUYAHOGA,2167913800,SUB-1,Alcohol Use Screening,99,647,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
36001F,CLEVELAND-WADE PARK VA MEDICAL CENTER,10701 EAST BLVD,CLEVELAND,OH,44106,CUYAHOGA,2167913800,TOB-1,Tobacco Use Screening,100,651,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
36001F,CLEVELAND-WADE PARK VA MEDICAL CENTER,10701 EAST BLVD,CLEVELAND,OH,44106,CUYAHOGA,2167913800,TOB-2,Tobacco Use Treatment Provided or Offered,12,201,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
36001F,CLEVELAND-WADE PARK VA MEDICAL CENTER,10701 EAST BLVD,CLEVELAND,OH,44106,CUYAHOGA,2167913800,TOB-2a,Tobacco Use Treatment (during the hospital stay),7,201,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
36007F,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,DAYTON,OH,45428,MONTGOMERY,9372686511,HBIPS-2_Overall,Hours of physical-restraint use,0,3806,,1/1/2015,12/31/2015
36007F,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,DAYTON,OH,45428,MONTGOMERY,9372686511,HBIPS-3_Overall,Hours of seclusion,0,3806,,1/1/2015,12/31/2015
36007F,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,DAYTON,OH,45428,MONTGOMERY,9372686511,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,6,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
36007F,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,DAYTON,OH,45428,MONTGOMERY,9372686511,HBIPS-6_Overall,Post-discharge continuing care plan created,74,255,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
36007F,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,DAYTON,OH,45428,MONTGOMERY,9372686511,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,71,255,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
36007F,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,DAYTON,OH,45428,MONTGOMERY,9372686511,SUB-1,Alcohol Use Screening,57,379,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
36007F,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,DAYTON,OH,45428,MONTGOMERY,9372686511,TOB-1,Tobacco Use Screening,99,388,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
36007F,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,DAYTON,OH,45428,MONTGOMERY,9372686511,TOB-2,Tobacco Use Treatment Provided or Offered,23,146,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
36007F,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,DAYTON,OH,45428,MONTGOMERY,9372686511,TOB-2a,Tobacco Use Treatment (during the hospital stay),21,146,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
23011F,VA ANN ARBOR HEALTHCARE SYSTEM,2215 FULLER ROAD,ANN ARBOR,MI,48105,WASHTENAW,7347697100,HBIPS-2_Overall,Hours of physical-restraint use,0.29,5921,,1/1/2015,12/31/2015
23011F,VA ANN ARBOR HEALTHCARE SYSTEM,2215 FULLER ROAD,ANN ARBOR,MI,48105,WASHTENAW,7347697100,HBIPS-3_Overall,Hours of seclusion,0,5921,,1/1/2015,12/31/2015
23011F,VA ANN ARBOR HEALTHCARE SYSTEM,2215 FULLER ROAD,ANN ARBOR,MI,48105,WASHTENAW,7347697100,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,5,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
23011F,VA ANN ARBOR HEALTHCARE SYSTEM,2215 FULLER ROAD,ANN ARBOR,MI,48105,WASHTENAW,7347697100,HBIPS-6_Overall,Post-discharge continuing care plan created,98,306,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
23011F,VA ANN ARBOR HEALTHCARE SYSTEM,2215 FULLER ROAD,ANN ARBOR,MI,48105,WASHTENAW,7347697100,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,98,306,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
23011F,VA ANN ARBOR HEALTHCARE SYSTEM,2215 FULLER ROAD,ANN ARBOR,MI,48105,WASHTENAW,7347697100,SUB-1,Alcohol Use Screening,86,547,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
23011F,VA ANN ARBOR HEALTHCARE SYSTEM,2215 FULLER ROAD,ANN ARBOR,MI,48105,WASHTENAW,7347697100,TOB-1,Tobacco Use Screening,99,555,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
23011F,VA ANN ARBOR HEALTHCARE SYSTEM,2215 FULLER ROAD,ANN ARBOR,MI,48105,WASHTENAW,7347697100,TOB-2,Tobacco Use Treatment Provided or Offered,87,149,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
23011F,VA ANN ARBOR HEALTHCARE SYSTEM,2215 FULLER ROAD,ANN ARBOR,MI,48105,WASHTENAW,7347697100,TOB-2a,Tobacco Use Treatment (during the hospital stay),51,149,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
23012F,BATTLE CREEK VA MEDICAL CENTER,5500 ARMSTRONG RD.,BATTLE CREEK,MI,49037,CALHOUN,2699665600,HBIPS-2_Overall,Hours of physical-restraint use,0.12,16006,,1/1/2015,12/31/2015
23012F,BATTLE CREEK VA MEDICAL CENTER,5500 ARMSTRONG RD.,BATTLE CREEK,MI,49037,CALHOUN,2699665600,HBIPS-3_Overall,Hours of seclusion,0,16006,,1/1/2015,12/31/2015
23012F,BATTLE CREEK VA MEDICAL CENTER,5500 ARMSTRONG RD.,BATTLE CREEK,MI,49037,CALHOUN,2699665600,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,63,19,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
23012F,BATTLE CREEK VA MEDICAL CENTER,5500 ARMSTRONG RD.,BATTLE CREEK,MI,49037,CALHOUN,2699665600,HBIPS-6_Overall,Post-discharge continuing care plan created,98,329,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
23012F,BATTLE CREEK VA MEDICAL CENTER,5500 ARMSTRONG RD.,BATTLE CREEK,MI,49037,CALHOUN,2699665600,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,92,329,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
23012F,BATTLE CREEK VA MEDICAL CENTER,5500 ARMSTRONG RD.,BATTLE CREEK,MI,49037,CALHOUN,2699665600,SUB-1,Alcohol Use Screening,93,453,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
23012F,BATTLE CREEK VA MEDICAL CENTER,5500 ARMSTRONG RD.,BATTLE CREEK,MI,49037,CALHOUN,2699665600,TOB-1,Tobacco Use Screening,98,454,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
23012F,BATTLE CREEK VA MEDICAL CENTER,5500 ARMSTRONG RD.,BATTLE CREEK,MI,49037,CALHOUN,2699665600,TOB-2,Tobacco Use Treatment Provided or Offered,66,270,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
23012F,BATTLE CREEK VA MEDICAL CENTER,5500 ARMSTRONG RD.,BATTLE CREEK,MI,49037,CALHOUN,2699665600,TOB-2a,Tobacco Use Treatment (during the hospital stay),49,270,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,2175543000,HBIPS-2_Overall,Hours of physical-restraint use,0.35,4822,,1/1/2015,12/31/2015
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,2175543000,HBIPS-3_Overall,Hours of seclusion,0,4822,,1/1/2015,12/31/2015
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,2175543000,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,60,20,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,2175543000,HBIPS-6_Overall,Post-discharge continuing care plan created,82,244,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,2175543000,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,63,244,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,2175543000,SUB-1,Alcohol Use Screening,86,368,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,2175543000,TOB-1,Tobacco Use Screening,100,367,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,2175543000,TOB-2,Tobacco Use Treatment Provided or Offered,Not Available,188,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,2175543000,TOB-2a,Tobacco Use Treatment (during the hospital stay),Not Available,188,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
23037F,DETROIT (JOHN D. DINGELL) VA MEDICAL CENTER,4646 JOHN R.,DETROIT,MI,48201,WAYNE,3135761000,HBIPS-2_Overall,Hours of physical-restraint use,0.37,4437,,1/1/2015,12/31/2015
23037F,DETROIT (JOHN D. DINGELL) VA MEDICAL CENTER,4646 JOHN R.,DETROIT,MI,48201,WAYNE,3135761000,HBIPS-3_Overall,Hours of seclusion,0.82,4437,,1/1/2015,12/31/2015
23037F,DETROIT (JOHN D. DINGELL) VA MEDICAL CENTER,4646 JOHN R.,DETROIT,MI,48201,WAYNE,3135761000,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,92,13,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
23037F,DETROIT (JOHN D. DINGELL) VA MEDICAL CENTER,4646 JOHN R.,DETROIT,MI,48201,WAYNE,3135761000,HBIPS-6_Overall,Post-discharge continuing care plan created,90,291,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
23037F,DETROIT (JOHN D. DINGELL) VA MEDICAL CENTER,4646 JOHN R.,DETROIT,MI,48201,WAYNE,3135761000,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,90,291,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
23037F,DETROIT (JOHN D. DINGELL) VA MEDICAL CENTER,4646 JOHN R.,DETROIT,MI,48201,WAYNE,3135761000,SUB-1,Alcohol Use Screening,52,381,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
23037F,DETROIT (JOHN D. DINGELL) VA MEDICAL CENTER,4646 JOHN R.,DETROIT,MI,48201,WAYNE,3135761000,TOB-1,Tobacco Use Screening,100,382,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
23037F,DETROIT (JOHN D. DINGELL) VA MEDICAL CENTER,4646 JOHN R.,DETROIT,MI,48201,WAYNE,3135761000,TOB-2,Tobacco Use Treatment Provided or Offered,82,171,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
23037F,DETROIT (JOHN D. DINGELL) VA MEDICAL CENTER,4646 JOHN R.,DETROIT,MI,48201,WAYNE,3135761000,TOB-2a,Tobacco Use Treatment (during the hospital stay),44,171,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,3175540000,HBIPS-2_Overall,Hours of physical-restraint use,0.19,4827,,1/1/2015,12/31/2015
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,3175540000,HBIPS-3_Overall,Hours of seclusion,0.62,4827,,1/1/2015,12/31/2015
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,3175540000,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,2,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,3175540000,HBIPS-6_Overall,Post-discharge continuing care plan created,33,271,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,3175540000,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,33,271,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,3175540000,SUB-1,Alcohol Use Screening,99,521,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,3175540000,TOB-1,Tobacco Use Screening,100,523,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,3175540000,TOB-2,Tobacco Use Treatment Provided or Offered,34,204,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,3175540000,TOB-2a,Tobacco Use Treatment (during the hospital stay),14,204,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
15004F,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,MARION,IN,46953,GRANT,7656743321,HBIPS-2_Overall,Hours of physical-restraint use,4.87,2915,,1/1/2015,12/31/2015
15004F,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,MARION,IN,46953,GRANT,7656743321,HBIPS-3_Overall,Hours of seclusion,0,2915,,1/1/2015,12/31/2015
15004F,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,MARION,IN,46953,GRANT,7656743321,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,5,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
15004F,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,MARION,IN,46953,GRANT,7656743321,HBIPS-6_Overall,Post-discharge continuing care plan created,96,234,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
15004F,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,MARION,IN,46953,GRANT,7656743321,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,96,234,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
15004F,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,MARION,IN,46953,GRANT,7656743321,SUB-1,Alcohol Use Screening,98,331,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
15004F,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,MARION,IN,46953,GRANT,7656743321,TOB-1,Tobacco Use Screening,100,333,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
15004F,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,MARION,IN,46953,GRANT,7656743321,TOB-2,Tobacco Use Treatment Provided or Offered,89,177,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
15004F,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,MARION,IN,46953,GRANT,7656743321,TOB-2a,Tobacco Use Treatment (during the hospital stay),18,177,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
23009F,SAGINAW VA MEDICAL CENTER,1500 WEISS STREET,SAGINAW,MI,48602,SAGINAW,9894972500,HBIPS-2_Overall,Hours of physical-restraint use,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
23009F,SAGINAW VA MEDICAL CENTER,1500 WEISS STREET,SAGINAW,MI,48602,SAGINAW,9894972500,HBIPS-3_Overall,Hours of seclusion,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
23009F,SAGINAW VA MEDICAL CENTER,1500 WEISS STREET,SAGINAW,MI,48602,SAGINAW,9894972500,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
23009F,SAGINAW VA MEDICAL CENTER,1500 WEISS STREET,SAGINAW,MI,48602,SAGINAW,9894972500,HBIPS-6_Overall,Post-discharge continuing care plan created,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
23009F,SAGINAW VA MEDICAL CENTER,1500 WEISS STREET,SAGINAW,MI,48602,SAGINAW,9894972500,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
23009F,SAGINAW VA MEDICAL CENTER,1500 WEISS STREET,SAGINAW,MI,48602,SAGINAW,9894972500,SUB-1,Alcohol Use Screening,100,106,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
23009F,SAGINAW VA MEDICAL CENTER,1500 WEISS STREET,SAGINAW,MI,48602,SAGINAW,9894972500,TOB-1,Tobacco Use Screening,100,107,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
23009F,SAGINAW VA MEDICAL CENTER,1500 WEISS STREET,SAGINAW,MI,48602,SAGINAW,9894972500,TOB-2,Tobacco Use Treatment Provided or Offered,65,34,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
23009F,SAGINAW VA MEDICAL CENTER,1500 WEISS STREET,SAGINAW,MI,48602,SAGINAW,9894972500,TOB-2a,Tobacco Use Treatment (during the hospital stay),50,34,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,3125698387,HBIPS-2_Overall,Hours of physical-restraint use,0.19,10749,,1/1/2015,12/31/2015
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,3125698387,HBIPS-3_Overall,Hours of seclusion,0,10749,,1/1/2015,12/31/2015
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,3125698387,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,3,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,3125698387,HBIPS-6_Overall,Post-discharge continuing care plan created,82,276,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,3125698387,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,82,276,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,3125698387,SUB-1,Alcohol Use Screening,98,522,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,3125698387,TOB-1,Tobacco Use Screening,99,524,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,3125698387,TOB-2,Tobacco Use Treatment Provided or Offered,52,183,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,3125698387,TOB-2a,Tobacco Use Treatment (during the hospital stay),50,183,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,8476881900,HBIPS-2_Overall,Hours of physical-restraint use,1.49,4205,,1/1/2015,12/31/2015
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,8476881900,HBIPS-3_Overall,Hours of seclusion,0,4205,,1/1/2015,12/31/2015
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,8476881900,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,2,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,8476881900,HBIPS-6_Overall,Post-discharge continuing care plan created,52,238,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,8476881900,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,50,238,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
