"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"VI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low)","OP_18b_LOW_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VT","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low)","OP_18b_LOW_MIN","157","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low)","OP_18b_LOW_MIN","133","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low)","OP_18b_LOW_MIN","120","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WV","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low)","OP_18b_LOW_MIN","123","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WY","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low)","OP_18b_LOW_MIN","108","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AK","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","138","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AL","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","137","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AR","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","130","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AS","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AZ","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","171","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","150","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CO","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","141.5","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CT","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","143","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"DC","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","178.5","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"DE","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","158","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"FL","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","143.5","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"GA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","140","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"GU","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"HI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","128","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","130","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ID","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","135","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IL","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","148","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IN","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","126","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"KS","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","128","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"KY","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","140","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"LA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","126","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","158","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MD","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","184","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ME","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","153","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","124","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MN","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","132","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MO","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","140","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MP","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MS","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","120","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MT","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","148","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NC","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","151.5","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ND","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","132","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NE","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","121","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NH","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","157","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NJ","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","147.5","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NM","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","161","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NV","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","157.5","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NY","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","160","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OH","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","124","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OK","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","123","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OR","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","150.5","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"PA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","141.5","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"PR","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"RI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","148","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"SC","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","140","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"SD","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","136","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"TN","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","131.5","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"TX","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","143","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"UT","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","148","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","139.5","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VT","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","147","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","162","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","129","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WV","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","133","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WY","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","138","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AK","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","120","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AL","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","173","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AR","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","166","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AS","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AZ","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","178.5","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","177","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CO","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","160","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CT","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","168","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"DC","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","213","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"DE","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","195.5","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"FL","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","145","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"GA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","175","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"GU","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"HI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","136","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","160","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ID","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","144.5","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IL","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","176.5","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IN","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","156","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"KS","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","197.5","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"KY","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","165","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"LA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","134","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","164.5","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MD","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","178.5","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ME","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","145","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","147","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MN","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","175","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MO","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","175","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MP","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MS","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","146","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MT","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","139","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NC","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","152","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ND","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NE","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","173","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NH","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","183","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NJ","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","148","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NM","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","147","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NV","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","182","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NY","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","180","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OH","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","146","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OK","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","139","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OR","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","160","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"PA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","172","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"PR","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"RI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"SC","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","149.5","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"SD","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","139","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"TN","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","166.5","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"TX","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","149","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"UT","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","169.5","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","146","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VT","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","158","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","138","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WV","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","161.5","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WY","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","186","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AK","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","164","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AL","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","156","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AR","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","134","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AS","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AZ","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","185","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","198","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CO","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","152","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CT","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","163","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"DC","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","272","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"DE","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","205","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"FL","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","158","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"GA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","188","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"GU","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"HI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","171","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","162","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ID","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","142","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IL","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","175","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IN","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","154","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"KS","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","141","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"KY","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","171","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"LA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","166","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
